chlor_a,ss
0.22661914,28.369999
0.22659953,28.39
0.22327662,28.375
0.23594761,28.295
0.24232137,28.16
0.25712806,28.154999
0.2820945,28.115
0.25287378,28.224998
0.24769019,28.21
0.25941473,28.21
0.26533616,28.16
0.29704696,28.115
0.29165444,27.945
0.28846306,28.205
0.26921025,28.33
0.28434715,28.224998
0.2665549,28.31
0.2548079,28.38
0.24741943,28.42
0.24634133,28.32
0.24967667,28.23
0.25358632,28.31
0.25035605,28.285
0.24889572,28.285
0.24442539,28.21
0.2321759,28.289999
0.23357168,28.505
0.22269812,28.605
0.22375102,28.58
0.26433274,28.55
0.28288272,28.345
0.26246977,28.295
0.24846683,28.215
0.23400967,28.164999
0.21187338,28.265
0.20172018,28.394999
0.32169038,28.365
0.28472453,28.185
0.27782184,28.125
0.24537839,28.07
0.25365895,28.17
0.22868912,28.199999
0.22360419,28.064999
0.22481598,28.144999
0.22973251,28.13
0.23200352,28.255
0.23217696,28.3
0.22789519,28.31
0.22266456,28.244999
0.22336142,28.345
0.22519657,28.414999
0.21553059,28.47
0.2112492,28.414999
0.23643821,28.42
0.26682433,28.34
0.4105033,28.205
1.0205724,28.305
0.74561167,28.24
0.25940776,28.234999
0.25224167,28.39
0.25360703,28.484999
0.29704696,28.695
0.38346082,28.545
0.2884636,28.32
0.26921043,28.34
0.2551745,28.789999
0.26019907,28.345
0.26612273,28.369999
0.26326934,28.369999
0.27256817,28.275
0.26888803,28.175
0.2590272,28.26
0.2597935,28.224998
0.25218183,28.189999
0.22827181,28.31
0.23276491,28.26
0.24342288,28.255
0.25016913,28.34
0.24841298,28.539999
0.2639709,28.49
0.29057378,28.22
0.2799452,28.154999
0.26981372,28.09
0.25373882,28.035
0.24207242,28.195
0.2850224,28.295
0.28563553,28.164999
0.27647784,28.109999
0.2525617,28.14
0.23488565,28.195
0.2355285,28.335
0.2288422,28.335
0.22417209,28.38
0.22148448,28.414999
0.22964826,28.32
0.23765555,28.195
0.23180304,28.275
0.22725992,28.31
0.22564623,28.305
0.22936338,28.355
0.23175895,28.529999
0.23208822,28.539999
0.22114713,28.375
0.25544372,28.255
0.287532,28.115
0.49094352,28.135
1.1907222,28.234999
1.6348945,28.449999
1.0306455,28.255
0.34982798,28.199999
0.30933985,28.295
0.35328153,28.425
0.33323503,28.385
0.3326844,28.3
0.34144932,28.324999
NaN,28.644999
0.32542795,28.519999
0.32394692,28.33
0.28339168,28.31
0.2764916,28.199999
0.27137712,28.195
0.25152472,28.199999
0.25679442,28.224998
0.2520496,28.224998
0.25294414,28.234999
0.25629243,28.289999
0.25968033,28.289999
0.25543827,28.234999
0.2532545,28.269999
0.2633473,28.404999
0.26396528,28.439999
0.26951897,28.394999
0.26422668,28.22
0.24374041,28.16
0.25444597,28.244999
0.2774859,28.164999
0.2769799,28.109999
0.2686162,28.17
0.25762725,28.24
0.22711936,28.275
0.23673686,28.39
0.2375067,28.484999
0.2417084,28.414999
0.23794252,28.43
0.24171516,28.269999
0.24944118,28.3
0.23626861,28.34
0.22819541,28.33
0.22299646,28.234999
0.23499835,28.425
0.24396035,28.369999
0.2269725,28.25
0.22230981,28.295
0.2700586,28.31
0.29419246,28.285
0.325224,28.269999
0.91558015,28.234999
2.1428978,28.414999
2.2636297,28.404999
0.87064266,28.045
0.3294721,28.05
0.33903477,28.144999
0.3369434,28.154999
0.33078018,28.019999
0.34144935,27.93
0.32108033,27.92
0.35003006,28.425
0.36421543,28.465
0.31883174,28.185
0.31178972,28.109999
0.28751847,28.154999
0.26517197,28.199999
0.2736963,28.205
0.2864771,28.189999
0.26965353,28.175
0.26286024,28.22
0.26148653,28.234999
0.25822917,28.244999
0.25019416,28.285
0.2611827,28.24
0.27328426,28.295
0.26157025,28.305
0.25760487,28.195
0.25959402,28.195
0.25590962,28.22
0.26158816,28.189999
0.26669776,28.18
0.25952575,28.189999
0.24287516,28.32
0.23184228,28.369999
0.22877625,28.48
0.23768672,28.425
0.24482259,28.26
0.25266406,28.255
0.25412306,28.23
0.24638028,28.21
0.240636,28.205
0.23382008,28.18
0.22599375,28.16
0.2285647,28.25
0.23336415,28.234999
0.22660825,28.215
0.22199947,28.23
0.27146208,28.42
0.2930869,28.38
0.29709536,28.335
0.3033005,28.23
0.36217806,28.039999
0.50879776,27.955
0.9165285,28.095
2.120025,28.369999
1.1069646,28.21
0.66916746,28.105
0.35145512,28.09
0.3417265,28.115
0.3210803,28.199999
0.35402828,28.3
0.37209126,28.13
0.3581681,28.109999
0.3318865,28.18
0.3090615,28.265
0.2940205,28.265
0.28824443,28.275
0.27663139,28.205
0.27115893,28.189999
0.27381414,28.18
0.2797561,28.154999
0.2763361,28.13
0.26365036,28.185
0.26965582,28.205
0.2728194,28.32
0.26512355,28.34
0.27564812,28.275
0.27141094,28.269999
0.26276413,28.3
0.25874534,28.314999
0.26098162,28.22
0.25595814,28.21
0.24682526,28.3
0.23952293,28.375
0.2333198,28.355
0.23930752,28.234999
0.26471093,28.189999
0.2781164,28.175
0.2667573,28.244999
0.24647363,28.215
0.23750827,28.185
0.22548361,28.199999
0.21945041,28.295
0.21948636,28.365
0.21828382,28.32
0.21492569,28.24
0.22384302,28.234999
0.27915588,28.42
0.27212957,28.39
0.27231672,28.265
0.2904425,28.13
0.31930414,28
0.36015105,27.894999
0.5036893,28.099998
1.0401782,28.644999
2.3529215,28.904999
0.9337079,28.515
0.46490908,28.275
0.36900023,28.265
0.35691807,28.17
0.36819404,28.099998
0.39678362,28.144999
0.39073324,28.115
0.36201352,28.115
0.34094152,28.175
0.44996497,28.244999
0.40580302,28.289999
0.28653514,28.23
0.27633378,28.18
0.27753404,28.16
0.27641964,28.17
0.27023202,28.23
0.2647817,28.279999
0.26316118,28.275
0.26038516,28.24
0.2538178,28.25
0.2495629,28.305
0.25172755,28.359999
0.25704202,28.244999
0.2648933,28.115
0.265161,28.144999
0.25363007,28.22
0.24770659,28.314999
0.23965494,28.385
0.23897271,28.365
0.24633968,28.31
0.25299037,28.265
0.25292608,28.24
0.24755433,28.269999
0.23549983,28.22
0.22280915,28.119999
0.22011665,28.109999
0.22221577,28.13
0.22364847,28.244999
0.2188718,28.3
0.21809053,28.275
0.22132394,28.215
0.25708315,28.314999
0.24592945,28.289999
0.2558893,28.15
0.2767492,28.074999
0.31472957,28.085
0.3308351,28.074999
0.34937072,28.185
0.4660497,28.205
1.3608167,28.744999
2.9973025,28.88
0.86538523,28.519999
0.4735109,28.394999
0.39751816,28.289999
0.38850155,28.269999
0.41405356,28.205
0.43077812,28.064999
0.36479095,28.095
0.32520112,28.154999
0.31752154,28.144999
0.31076506,28.22
0.29970488,28.26
0.2917699,28.18
0.2856957,28.154999
0.27984047,28.18
0.2678358,28.21
0.26311806,28.23
0.25636485,28.25
0.24963655,28.265
0.25706103,28.215
0.2735179,28.269999
0.26276186,28.285
0.25787285,28.24
0.25989166,28.185
0.25019383,28.23
0.23651801,28.365
0.23047557,28.359999
0.2346468,28.34
0.23893377,28.34
0.24538817,28.359999
0.24956338,28.244999
0.2553185,28.15
0.2523271,28.109999
0.2389005,28.09
0.22890025,28.039999
0.22442979,28.039999
0.22195292,28.224998
0.22032686,28.39
0.21827193,28.275
0.2109309,28.199999
0.21332991,28.224998
0.23807956,28.414999
0.24071363,28.305
0.24743965,28.234999
0.2555158,28.164999
0.28170544,28.095
0.30111495,28.105
0.3270197,28.199999
0.42181346,28.164999
1.1242146,28.5
2.4976928,28.8
2.4648392,28.689999
1.5770136,28.5
0.6726964,28.324999
0.40764853,28.18
0.40134698,28.115
0.3988776,28.189999
0.36479098,28.375
0.31603053,28.189999
0.32024336,28.08
0.31076294,28.125
0.32438627,28.189999
0.5407191,28.275
0.67119247,28.265
0.34257823,28.175
0.2635705,28.15
0.25932303,28.22
0.25152555,28.269999
0.2527869,28.255
0.26938254,28.234999
0.35409722,28.324999
0.30679092,28.345
0.2605061,28.385
0.25028765,28.314999
0.24893077,28.285
0.2513015,28.33
0.25022605,28.34
0.23941748,28.32
0.23898698,28.279999
0.24820206,28.234999
0.25733536,28.154999
0.25878075,28.064999
0.2589276,28.039999
0.24318859,28.14
0.22598079,28.164999
0.21619238,28.125
0.21299686,28.189999
0.21438476,28.269999
0.21078502,28.289999
0.21001792,28.224998
0.21481243,28.17
0.23564893,28.289999
0.24199942,28.324999
0.24621509,28.244999
0.25160137,28.234999
0.25515333,28.205
0.26737183,28.189999
0.29127863,28.195
0.32699922,28.164999
0.39028257,28.06
1.2069033,28.355
2.0302966,28.279999
2.5681105,28.439999
1.6684474,28.154999
0.6553815,28.105
0.4053431,28.039999
0.26277924,28.015
NaN,28.105
0.31914726,27.869999
0.29012805,28.099998
0.30315307,28.135
0.3105781,28.119999
0.33908406,28.119999
0.32062206,28.22
0.2863506,28.164999
0.2705821,28.154999
0.26623684,28.17
0.26157263,28.154999
0.2654821,28.17
0.27357662,28.15
0.27763775,28.185
0.27608877,28.24
0.2671403,28.205
0.25396973,28.199999
0.25162506,28.24
0.25088438,28.289999
0.24187692,28.305
0.23651572,28.265
0.24468666,28.26
0.2593506,28.24
0.26218036,28.21
0.2572548,28.025
0.25171003,28.035
0.23711714,28.06
0.22959086,28.09
0.21901973,28.17
0.2157337,28.14
0.21397354,28.14
0.2101282,28.215
0.20386481,28.21
0.20149224,28.164999
0.23889042,28.295
0.24368711,28.345
0.2552874,28.295
0.262136,28.175
0.26347223,28.16
0.26935253,28.175
0.2831594,28.205
0.3064081,28.135
0.89147955,28.085
1.0605428,28.05
1.605654,27.91
1.5117255,27.84
2.2675316,28.215
2.3384497,28.23
2.280428,28.664999
0.44408885,28.744999
0.34538108,28.105
0.3191472,28.074999
0.2970585,28.125
0.30025792,28.15
0.32086065,28.09
0.30834246,28.14
0.29522884,28.14
0.28952232,28.185
0.29232824,28.109999
0.39465874,28.09
0.29246053,28.13
0.26678774,28.18
0.26694617,28.199999
0.25823,28.265
0.25607547,28.215
0.25055486,28.26
0.24797474,28.324999
0.24586499,28.324999
0.24596818,28.24
0.24173352,28.265
0.23922907,28.369999
0.24751669,28.32
0.24377775,28.285
0.24913797,28.21
0.24700208,28.14
0.24037892,28.115
0.23213148,28.08
0.22661158,28.05
0.22366184,28.099998
0.21563938,28.125
0.21851748,28.14
0.22551459,28.144999
0.21380599,28.13
0.2012833,28.185
0.23598915,28.244999
0.24003102,28.224998
0.24765055,28.205
0.26085132,28.16
0.27434626,28.16
0.27776316,28.234999
0.29051504,28.285
0.3063143,28.275
0.34667656,28.13
0.49907917,27.994999
0.72270685,27.955
1.6910111,27.869999
0.9802672,27.755
1.5618399,27.769999
2.5473998,28.49
0.44752437,28.16
0.34538105,28.015
0.31496567,28.015
0.2980858,28.06
0.30277723,28.09
0.31966463,28.109999
0.3072318,28.109999
0.2926348,28.175
0.29315695,28.115
0.29631183,28.15
0.2877172,28.199999
0.27755952,28.164999
0.27982572,28.164999
0.27382332,28.215
0.25668788,28.18
0.2480219,28.185
0.23668139,28.234999
0.2351741,28.255
0.23866817,28.22
0.24831052,28.349998
0.23089425,28.314999
0.23684244,28.31
0.23765534,28.285
0.23419034,28.25
0.23313268,28.16
0.23978162,28.074999
0.23475412,28.13
0.2285911,28.029999
0.23271726,27.955
0.23369443,27.99
0.23290038,28.05
0.22227156,28.085
0.20572108,28.039999
0.2033823,28.105
0.18328199,28.215
0.22612888,28.21
0.24132504,28.16
0.24863033,28.17
0.2598803,28.189999
0.2785531,28.195
0.28163555,28.215
0.2893722,28.224998
0.2994671,28.189999
0.3121473,28.109999
0.4817002,27.97
1.2770556,27.82
1.8159922,27.824999
0.97406137,27.635
1.7997351,27.734999
1.1204951,28.06
0.34890676,27.96
0.36700404,27.925
NaN,28.055
0.286852,28.275
0.29022327,28.164999
0.29430854,28.144999
0.29882923,28.14
0.29226142,28.185
0.29114702,28.119999
0.28410032,28.13
0.27944157,28.195
0.28076988,28.21
0.27047318,28.24
0.2579233,28.18
0.25166553,28.195
0.23921315,28.234999
0.22551899,28.255
0.22605088,28.26
0.23226604,28.22
0.23452792,28.23
0.24243186,28.125
0.23954079,28.085
0.23943861,28.14
0.24247646,28.24
0.24263977,28.039999
0.24222057,28.064999
0.23472436,28.06
0.23595728,28.01
0.22315407,28.015
0.22605044,28.06
0.2222818,28.15
0.2109287,28.14
0.20830052,28.115
0.21628581,28.085
0.20681757,28.125
0.23468138,28.185
0.24537069,28.18
0.25819445,28.15
0.26751217,28.13
0.28430545,28.119999
0.28105944,28.189999
0.28044108,28.224998
0.29353988,28.205
0.31902212,28.14
0.35555395,28.029999
0.41381937,27.865
0.6962246,27.715
1.1107503,27.72
1.0315953,27.71
0.3605444,27.865
0.3421096,27.869999
0.35988283,27.84
0.3323185,27.789999
0.286852,28.38
0.27553853,28.289999
0.27542967,28.144999
0.27532098,28.175
0.27697518,28.195
0.27323532,28.18
0.2646937,28.13
0.25903094,28.164999
0.25614944,28.189999
0.255346,28.24
0.24764135,28.25
0.24891956,28.18
0.24532555,28.23
0.2300616,28.199999
0.23172681,28.13
0.23054042,28.06
0.22936238,28.16
0.2480375,28.074999
0.25641698,28.039999
0.26023698,28.164999
0.2592165,28.115
0.25066274,28.099998
0.23478651,28.109999
0.23924302,28.115
0.21055916,28.029999
0.2037852,28.029999
0.23131184,27.88
0.23361515,27.955
0.21196777,28.095
0.21173386,28.085
0.19941503,28.195
0.20517549,28.15
0.24300928,28.17
0.24836911,28.185
0.25562853,28.18
0.26615897,28.195
0.26650935,28.244999
0.2625189,28.22
0.26273224,28.185
0.27990383,28.164999
0.3002198,28.15
0.31630725,28.095
0.34409454,27.984999
0.38306865,27.849998
0.39081305,27.769999
0.35694876,27.824999
0.32661894,27.92
0.31732032,27.914999
0.32884756,27.82
0.33231848,27.734999
NaN,27.635
0.35047036,28.13
0.27797082,28.119999
0.2730812,28.13
0.2762018,28.21
0.26962283,28.199999
0.26447785,28.135
0.2587686,28.154999
0.25510558,28.205
0.2559096,28.295
0.25355804,28.255
0.24559984,28.255
0.23345943,28.195
0.23287062,28.199999
0.23826064,28.08
0.23421197,28.064999
0.23844095,28.135
0.24558988,28.029999
0.25704354,28.09
0.25954887,28.144999
0.2523349,28.164999
0.2451955,28.05
0.23492748,28.005
0.20566283,28.029999
0.21376762,28.005
0.22347671,28.039999
0.23477371,28.06
0.23571649,28
0.23681237,27.994999
0.22472547,28.08
0.22017309,28.22
0.2037218,28.234999
0.2357236,28.234999
0.2334666,28.244999
0.23658408,28.265
0.24699165,28.269999
0.24749322,28.26
0.23702662,28.234999
0.23434938,28.224998
0.24192792,28.269999
0.25263757,28.269999
0.27436724,28.185
0.30150023,28.119999
0.32715425,28.045
0.33260787,27.98
0.31992978,28.005
0.31440514,27.97
0.3222835,27.89
0.33180636,27.83
0.34542283,27.744999
0.37240347,27.715
0.28518808,28.109999
0.27596423,28.05
0.27277708,28.08
0.2711592,28.189999
0.2701783,28.21
0.27962312,28.18
0.29796427,28.24
0.27124214,28.285
0.25987318,28.265
0.25170633,28.255
0.2431213,28.17
0.23452964,28.099998
0.23617595,28.115
0.24124584,28.045
0.2444277,28.06
0.24245623,28.125
0.23758581,28.105
0.2369499,28.099998
0.2506791,28.109999
0.24890433,28.09
0.24093209,28.09
0.2394481,28.064999
0.22668529,28.064999
0.2185293,28.135
0.23479131,28.13
0.23717533,28.099998
0.24246994,27.99
0.24423756,27.994999
0.23942554,28.025
0.23769796,28.035
0.22636443,28.035
0.2173381,28.244999
0.21985455,28.24
0.22870055,28.25
0.23573975,28.265
0.23983051,28.26
0.24249372,28.244999
0.25215518,28.24
0.2665498,28.255
0.27252263,28.295
0.2785296,28.25
0.2854095,28.15
0.29605767,28.099998
0.31169498,28.09
0.32227722,28.07
0.32167995,27.984999
0.3183334,27.91
0.32445994,27.855
0.3296259,27.775
0.3111797,27.72
0.28518787,27.855
0.2719412,28.055
0.26798645,28.08
0.26617956,28.13
0.26461563,28.189999
0.2940408,28.095
0.49658856,28.074999
0.74990416,28.244999
0.41566506,28.22
0.2638275,28.255
0.24794096,28.234999
0.24076663,28.199999
0.23656157,28.175
0.2319276,28.17
0.23432194,28.22
0.24078722,28.215
0.23750415,28.17
0.23941052,28.13
0.25182673,28.15
0.25608265,28.154999
0.25375038,28.085
0.25253412,28.035
0.24150509,28.05
0.23369,28.105
0.24368194,28.099998
0.24957566,28.099998
0.24463454,28.08
0.24347937,28.055
0.23976085,28.105
0.24065563,28.13
0.25104976,28.095
0.21218346,28.255
0.21502194,28.285
0.2202469,28.279999
0.22616197,28.269999
0.22811663,28.23
0.23617324,28.295
0.25419214,28.244999
0.2653502,28.255
0.26706764,28.31
0.26957953,28.305
0.26824865,28.234999
0.2686254,28.15
0.272396,28.105
0.28109553,28.074999
0.29653224,28.074999
0.30524805,28.029999
0.3097596,27.91
0.30341592,27.805
0.2850316,27.849998
0.26951978,27.99
0.26534268,28.08
0.26089662,28.119999
0.26194322,28.14
0.26857385,28.135
0.27971217,28.07
0.45397866,28.06
0.46449518,28.074999
0.30488446,28.15
0.24150993,28.23
0.24612114,28.22
0.24509758,28.189999
0.23304968,28.135
0.21208552,28.154999
0.23566452,28.15
0.23768376,28.14
0.236096,28.195
0.23792727,28.18
0.24258065,28.125
0.24715911,28.154999
0.25187957,28.185
0.24955228,28.095
0.24034627,28.09
0.23991366,28.135
0.24730854,28.115
0.2519734,28.109999
0.24549124,28.07
0.24572213,28.035
0.2531189,28.06
0.25414383,28.035
0.25637752,28
0.20700271,28.105
0.21160066,28.23
0.20911394,28.25
0.21383576,28.279999
0.22144733,28.265
0.23187271,28.23
0.24497215,28.275
0.2537006,28.234999
0.24540688,28.279999
0.25036415,28.265
0.24966577,28.22
0.2539875,28.164999
0.26073053,28.109999
0.27601036,28.099998
0.27619088,28.109999
0.28142485,28.07
0.28342223,27.965
0.28242695,27.945
0.27987137,27.994999
0.2696272,28.064999
0.26394022,28.099998
0.25489908,28.195
0.24467053,28.164999
0.25545326,28.074999
0.2727666,28.005
0.27339306,28.029999
0.2550084,28.119999
0.25066817,28.17
0.24745993,28.269999
0.255768,28.275
0.25448477,28.154999
0.25597346,28.099998
0.24579898,28.135
0.24087329,28.125
0.23560533,28.154999
0.2365445,28.21
0.23027588,28.199999
0.22875759,28.195
0.24174367,28.164999
0.26025406,28.14
0.2593391,28.175
0.25079224,28.099998
0.24590802,28.05
0.2475224,28.05
0.25014356,28.109999
0.24871458,28.085
0.24773978,27.99
0.25142577,27.984999
0.24552083,27.984999
0.24530344,28.029999
0.21039622,28.135
0.21307671,28.22
0.21421449,28.224998
0.2186037,28.164999
0.22994289,28.21
0.23544835,28.33
0.2342161,28.289999
0.23077568,28.275
0.23369542,28.295
0.23681326,28.31
0.24523152,28.32
0.25285348,28.22
0.26617053,28.119999
0.26994422,28.09
0.2808449,28.115
0.27167273,28.135
0.26403454,28.144999
0.26586884,28.13
0.26130742,28.125
0.2565811,28.109999
0.25123596,28.14
0.24998954,28.105
0.24796319,28.125
0.24995837,28.074999
0.25618687,28.039999
0.25221825,28.085
0.24435705,28.15
0.24718164,28.215
0.2435646,28.3
0.24110143,28.285
0.24024585,28.18
0.23824164,28.119999
0.23153321,28.115
0.23523866,28.09
0.22900218,28.095
0.22283839,28.09
0.22126818,28.115
0.22640821,28.144999
0.23032033,28.175
0.23558685,28.185
0.24426728,28.18
0.24811767,28.144999
0.23508334,28.109999
0.23441963,28.095
0.24436136,28.15
0.25007316,28.144999
0.2435018,28.07
0.23718168,28.019999
0.23320697,28.035
0.2390437,28.045
0.19755174,28.359999
0.19825526,28.18
0.20641752,28.175
0.22076905,28.234999
0.21954128,28.21
0.22952539,28.3
0.23368326,28.345
0.22839837,28.335
0.22862647,28.365
0.23825389,28.355
0.24720138,28.34
0.26580206,28.234999
0.26398626,28.17
0.2714492,28.115
0.2619682,28.13
0.24218237,28.21
0.22989452,28.215
0.23319004,28.205
0.23482591,28.205
0.24068175,28.164999
0.24307016,28.13
0.2407982,28.125
0.23979086,28.119999
0.23544084,28.099998
0.23997635,28.115
0.24344078,28.224998
0.24899717,28.26
0.25152317,28.295
0.25324786,28.285
0.2523408,28.305
0.23913535,28.285
0.23025554,28.265
0.21359941,28.24
0.21170963,28.265
0.2121111,28.255
0.21836731,28.269999
0.22391532,28.275
0.22632058,28.255
0.23137552,28.244999
0.23333076,28.23
0.2442563,28.14
0.23249051,28.125
0.23157714,28.064999
0.23470668,28.08
0.24413753,28.05
0.24524224,28.015
0.2373121,28.045
0.23286541,28.074999
0.2350234,28.08
0.25292268,28.074999
0.18875812,28.38
0.2003007,28.269999
0.21129641,28.32
0.21546128,28.385
0.21507712,28.345
0.21420532,28.365
0.21382816,28.269999
0.21439967,28.335
0.21778935,28.355
0.22902437,28.31
0.23110794,28.289999
0.24116246,28.234999
0.2542081,28.26
0.25693262,28.185
0.2605973,28.234999
0.2413149,28.34
0.2207272,28.269999
0.21386805,28.24
0.22710407,28.269999
0.2336656,28.224998
0.24129596,28.18
0.2445488,28.175
0.25767654,28.109999
0.23730992,28.135
0.23853129,28.14
0.24485889,28.199999
0.248449,28.234999
0.23633595,28.21
0.24891624,28.269999
0.2519193,28.314999
0.23495139,28.349998
0.23240957,28.275
0.2185601,28.31
0.2156858,28.385
0.22888632,28.279999
0.2145209,28.275
0.22951847,28.18
0.23506398,28.14
0.23182473,28.24
0.23158132,28.255
0.23588525,28.164999
0.23236442,28.154999
0.23244119,28.13
0.23470949,28.05
0.24092719,28.08
0.24717279,28.045
0.24710917,28.005
0.2394918,28.109999
0.23311041,28.08
0.23770869,28.06
0.17719954,28.445
0.19014923,28.375
0.20033495,28.404999
0.20240588,28.439999
0.20924395,28.43
0.22070602,28.42
0.2130455,28.41
0.21643321,28.38
0.22261871,28.38
0.22736393,28.345
0.23762733,28.324999
0.22883086,28.324999
0.25119886,28.26
0.25496984,28.255
0.2506749,28.365
0.24748589,28.314999
0.233043,28.33
0.23362303,28.4
0.23752584,28.34
0.22424518,28.265
0.22135898,28.33
0.23496485,28.199999
0.23530631,28.289999
0.23517917,28.279999
0.24523029,28.144999
0.24263455,28.17
0.232568,28.279999
0.22948396,28.255
0.2436965,28.285
0.2512772,28.375
0.24932338,28.31
0.23788056,28.265
0.23509508,28.244999
0.22580352,28.244999
0.21939375,28.234999
0.22017008,28.244999
0.2223999,28.285
0.2289268,28.175
0.2322905,28.16
0.22229286,28.135
0.22614282,28.164999
0.22035143,28.154999
0.22981173,28.185
0.2327309,28.015
0.23675025,28.05
0.24356815,28.074999
0.2542446,27.98
0.25497106,28.015
0.23716658,28.099998
0.2320182,28.095
0.17544068,28.439999
0.17885952,28.41
0.18503861,28.43
0.19737586,28.439999
0.20672621,28.465
0.21447575,28.474998
0.21704943,28.42
0.2151521,28.375
0.21675016,28.345
0.21427314,28.38
0.21913159,28.355
0.22531532,28.285
0.22530289,28.355
0.23050438,28.445
0.23232694,28.42
0.2299194,28.38
0.23107216,28.474998
0.22552325,28.484999
0.21895446,28.414999
0.22424608,28.359999
0.22276554,28.3
0.21851614,28.205
0.22306883,28.31
0.22894204,28.32
0.23837103,28.26
0.23965073,28.279999
0.23769583,28.255
0.24398975,28.26
0.24959837,28.324999
0.2553513,28.335
0.25101265,28.345
0.2348526,28.394999
0.22496553,28.41
0.21741849,28.26
0.21567914,28.3
0.21353711,28.365
0.23142937,28.205
0.22808345,28.16
0.23063652,28.135
0.22633791,28.13
0.22131534,28.195
0.22950916,28.21
0.23564358,28.199999
0.23198631,28.105
0.2470905,28.154999
0.26336965,28.15
0.27018332,28.135
0.27669585,28.125
0.25312647,28.13
0.247176,28.08
0.16548803,28.465
0.16848649,28.474998
0.17512688,28.484999
0.18830644,28.439999
0.19956234,28.39
0.2052115,28.34
0.20759596,28.34
0.20870385,28.355
0.20049816,28.335
0.1979869,28.335
0.20684709,28.359999
0.20890704,28.349998
0.20793697,28.385
0.20578186,28.4
0.20720729,28.365
0.2024032,28.345
0.19930303,28.365
0.20350623,28.42
0.20147686,28.455
0.20740333,28.4
0.21231572,28.33
0.21614763,28.285
0.22423567,28.305
0.23094489,28.33
0.22552933,28.349998
0.22636636,28.349998
0.23347344,28.31
0.24432983,28.355
0.25434178,28.369999
0.25601655,28.349998
0.2530408,28.349998
0.24482588,28.32
0.23419052,28.265
0.22141616,28.255
0.21124668,28.275
0.20893852,28.255
0.20629992,28.25
0.2133795,28.255
0.2149544,28.265
0.22121763,28.25
0.22578725,28.269999
0.23135084,28.154999
0.23069704,28.154999
0.24763224,28.154999
0.26622644,28.164999
0.27478966,28.135
0.284764,28.115
0.29140136,28.099998
0.248662,28.13
0.24459155,28.05
0.15601763,28.545
0.15911362,28.525
0.16341272,28.47
0.17686379,28.47
0.18781315,28.46
0.195053,28.385
0.1986788,28.359999
0.19968012,28.359999
0.19923799,28.359999
0.19513258,28.375
0.19281517,28.41
0.1920829,28.42
0.19269969,28.385
0.19641002,28.324999
0.19976215,28.335
0.20054695,28.369999
0.19942044,28.34
0.20311177,28.385
0.20539638,28.49
0.19813454,28.51
0.20357396,28.455
0.2117055,28.41
0.2150986,28.39
0.21989393,28.41
0.21247064,28.414999
0.21300949,28.435
0.21790732,28.435
0.23063779,28.4
0.23860294,28.435
0.24387926,28.41
0.24044743,28.39
0.23239686,28.34
0.22770531,28.335
0.22609258,28.375
0.21825832,28.359999
0.20784365,28.285
0.20170844,28.234999
0.21044645,28.21
0.21798916,28.189999
0.22721967,28.199999
0.227507,28.185
0.23461668,28.109999
0.24240012,28.15
0.23958358,28.215
0.23529276,28.189999
0.24307567,28.164999
0.27291828,28.22
0.29304627,28.205
0.26136374,28.185
0.2695845,28.144999
0.16269416,28.574999
0.15984991,28.56
0.16114216,28.5
0.16520432,28.439999
0.17245755,28.43
0.18296143,28.449999
0.19201304,28.445
0.18894868,28.394999
0.18118629,28.355
0.1745343,28.345
0.17143318,28.449999
0.17478432,28.484999
0.17633364,28.445
0.17840908,28.445
0.18357705,28.425
0.1897994,28.404999
0.19139482,28.38
0.19219847,28.404999
0.19234854,28.515
0.18970515,28.545
0.19670814,28.484999
0.202097,28.465
0.19804877,28.505
0.19637224,28.529999
0.19927226,28.505
0.20560655,28.449999
0.2104039,28.41
0.21229947,28.414999
0.21838745,28.449999
0.22855447,28.445
0.23306689,28.38
0.2319013,28.335
0.23057061,28.3
0.23022743,28.279999
0.22811949,28.279999
0.2238503,28.244999
0.21706715,28.234999
0.22354187,28.24
0.2420461,28.24
0.23689328,28.234999
0.22821303,28.22
0.2322066,28.17
0.23665759,28.125
0.23233536,28.16
0.22785337,28.21
0.22527228,28.175
0.23779668,28.175
0.25048035,28.224998
0.24717413,28.215
0.25568756,28.175
0.16945451,28.505
0.16785471,28.435
0.16490938,28.394999
0.165785,28.439999
0.16716272,28.48
0.15994763,28.51
0.16254453,28.42
0.16457786,28.474998
0.16196363,28.49
0.1593978,28.545
0.16345692,28.535
0.15818977,28.574999
0.16405337,28.57
0.17047398,28.55
0.1728712,28.515
0.17770836,28.465
0.18482706,28.449999
0.1911222,28.519999
0.19158904,28.595
0.19067398,28.599998
0.1966756,28.574999
0.19361913,28.545
0.19263889,28.56
0.1941662,28.529999
0.19816612,28.494999
0.19914474,28.47
0.20231073,28.47
0.20668648,28.449999
0.21162343,28.385
0.21702507,28.345
0.2202407,28.365
0.22073087,28.404999
0.22583431,28.349998
0.22742093,28.295
0.22476174,28.289999
0.22533338,28.265
0.22475378,28.25
0.23071845,28.22
0.230678,28.215
0.22124319,28.224998
0.21739474,28.21
0.22862053,28.189999
0.24472862,28.16
0.25240356,28.15
0.2516529,28.189999
0.24194586,28.224998
0.23617946,28.244999
0.23639007,28.24
0.24303973,28.23
0.25664693,28.234999
0.18091549,28.505
0.17326677,28.525
0.1741325,28.529999
0.181534,28.515
