chlor_a,ss
0.36004496,27.119999
0.360271,27.25
0.43203598,27.295
0.4246054,26.92
0.37003654,26.82
0.36128986,26.789999
0.36298755,26.84
0.34284532,26.869999
0.33934245,26.765
0.35381597,26.8
0.3695716,26.724998
0.37101287,26.83
0.3327659,26.814999
0.31383505,26.824999
0.3115986,26.849998
0.34814802,26.755
0.36780405,26.73
0.38099605,26.75
0.3609902,26.705
0.3609354,26.67
0.37626487,26.619999
0.48463324,26.615
0.44502977,26.685
0.44076517,26.74
0.43783578,26.675
0.43095088,26.71
0.41235584,26.724998
0.36603674,26.76
0.36639252,26.779999
0.36702833,26.755
0.37220106,26.734999
0.35719228,26.73
0.34577063,26.71
0.3599338,26.654999
0.3455392,26.65
0.36165184,26.55
0.3721972,26.539999
0.39268097,26.51
0.4031658,26.43
0.4128108,26.39
0.36983415,26.359999
0.3538817,26.385
0.35632184,26.38
0.37184948,26.439999
0.37420297,27.43
0.36363214,27.465
0.37059355,27.445
0.3601928,27.385
0.35535562,27.215
0.34939343,27.17
0.3823052,27.085
0.42126125,27.055
0.43203613,26.855
0.42460522,26.84
0.356449,27.019999
0.33870584,26.974998
0.38412634,26.99
0.3774099,26.81
0.3597588,26.74
0.35529163,26.775
0.357417,26.81
0.3439465,26.82
0.3342564,26.769999
0.3197346,26.8
0.31580627,26.779999
0.33087274,26.744999
0.36061534,26.68
0.36762732,26.73
0.37259167,26.695
0.3716429,26.664999
0.37446737,26.66
0.41025382,26.675
0.42497852,26.65
0.445305,26.595
0.44819647,26.615
0.44186503,26.705
0.40747944,26.734999
0.37585798,26.675
0.35850045,26.699999
0.3685856,26.72
0.36910382,26.685
0.3594675,26.644999
0.35017815,26.705
0.3678066,26.595
0.39804405,26.635
0.4061501,26.609999
0.39539048,26.525
0.3961643,26.515
0.3879172,26.49
0.41001943,26.385
0.47129396,26.33
0.54379,26.314999
0.5508235,26.285
0.4343233,26.39
0.35555166,27.4
0.3630863,27.34
0.5103474,27.3
1.2242543,27.359999
1.1251903,27.279999
0.35802937,27.119999
0.3764257,27.074999
0.4165678,27.01
0.43639368,26.875
0.41771817,26.869999
0.35644874,27.064999
0.33870536,26.974998
0.3841271,26.939999
0.37741095,26.945
0.35975963,26.965
0.31402227,26.755
0.315145,26.885
0.3245541,26.849998
0.3423177,26.785
0.3482204,26.81
0.34706208,26.865
0.35716954,26.755
0.3545607,26.644999
0.36241728,26.695
0.37138483,26.605
0.3731687,26.74
0.38166377,26.699999
0.4023961,26.654999
0.41354695,26.675
0.42870829,26.66
0.43316448,26.675
0.4212955,26.66
0.42244202,26.689999
0.39878455,26.664999
0.3778763,26.59
0.38031188,26.695
0.37997103,26.744999
0.38096216,26.664999
0.35939458,26.56
0.37955394,26.555
0.39387426,26.724998
0.36780566,26.55
0.3693432,26.5
0.3703034,26.47
0.39859638,26.414999
0.43653646,26.4
0.4905522,26.324999
0.4788811,26.279999
0.38123924,26.305
0.37452507,26.47
0.3522103,27.255
0.35571897,27.17
0.4612824,27.175
1.2865571,27.255
2.0408,27.425
0.9887616,27.24
0.4174173,27.08
0.38572538,27.109999
0.39566374,27.06
0.4058998,26.855
0.41499585,26.89
0.4303151,27.045
NaN,27.869999
NaN,27.63
NaN,26.945
NaN,26.664999
0.342871,26.789999
0.34324297,26.9
0.34688368,26.875
0.35438234,26.779999
0.3476931,26.74
0.34689915,26.74
0.34497577,26.675
0.35112062,26.654999
0.35869446,26.66
0.3650442,26.609999
0.38706186,26.67
0.40411022,26.705
0.42977843,26.765
0.43073985,26.67
0.44187808,26.685
0.47086644,26.675
0.51901644,26.675
0.49678034,26.635
0.47016826,26.66
0.39674515,26.705
0.38389984,26.65
0.36023936,26.63
0.35674083,26.695
0.38147575,26.68
0.37656033,26.664999
0.3708628,26.595
0.3710954,26.545
0.4016841,26.43
0.4484245,26.404999
0.4630285,26.289999
0.4586508,26.31
0.42419958,26.275
0.37650117,26.32
0.37006798,26.39
0.35687453,27.275
0.3718836,27.205
0.4160945,27.17
0.7176584,27.24
1.4351604,27.5
2.2235143,27.439999
1.0204816,27.125
0.40098938,27.055
0.3908549,27.105
0.38875034,27.074999
0.4165475,26.939999
0.43031427,26.885
0.42513886,27.08
0.38510638,27.189999
0.38555375,26.564999
0.38341084,26.695
0.3631612,26.724998
0.35575584,26.664999
0.3521767,26.72
0.353843,26.82
0.35957685,26.81
0.36803716,26.805
0.36015764,26.765
0.3548635,26.715
0.3627792,26.72
0.36781636,26.724998
0.38684598,26.715
0.4127226,26.734999
0.4377459,26.73
0.4469757,26.695
0.44947353,26.67
0.45277008,26.695
0.4556132,26.715
0.44089016,26.654999
0.4089183,26.619999
0.40048668,26.66
0.38236973,26.724998
0.38962463,26.68
0.38803825,26.56
0.3883805,26.525
0.39617595,26.59
0.40800694,26.535
0.40776965,26.539999
0.42458063,26.455
0.46133226,26.34
0.4570917,26.38
0.46015725,26.335
0.442748,26.33
0.44832915,26.34
0.38665986,26.369999
0.36887303,27.22
0.3850907,27.15
0.3996393,27.125
0.42298725,27.085
0.4659383,27.08
0.6868133,27.025
1.9098265,27.16
2.8645144,27.34
0.8506344,27.195
0.5462517,27.035
0.44614172,26.935
0.420846,26.925
0.42513886,26.96
0.3851064,26.949999
0.38555375,26.945
0.38341084,26.795
0.38130388,26.63
0.36680165,26.599998
0.35303316,26.715
0.36002272,26.734999
0.38132077,26.734999
0.3767412,26.744999
0.36449996,26.734999
0.35935974,26.734999
0.36722788,26.785
0.37512514,26.814999
0.38539276,26.765
0.41252097,26.72
0.4417731,26.755
0.4410582,26.744999
0.43509755,26.71
0.44580725,26.715
0.51391554,26.67
0.4963102,26.599998
0.46704584,26.555
0.4255901,26.609999
0.40313563,26.625
0.41885868,26.734999
0.42110023,26.595
0.41325924,26.539999
0.39906064,26.545
0.40071854,26.505
0.40159604,26.455
0.41432226,26.465
0.4449498,26.385
0.46593463,26.365
0.46199685,26.324999
0.45705763,26.3
0.42463127,26.224998
0.40049738,26.205
0.35611615,27.09
0.37132707,27.039999
0.38514236,27.005
0.40104994,26.98
0.42529154,26.984999
0.44604293,26.96
0.7105309,26.984999
1.541368,27.24
1.8674537,27.39
0.86020076,27.14
0.48459795,27.045
0.427225,27.045
0.41921493,27.01
0.41062415,26.945
0.40079543,26.89
0.39893556,26.88
0.39682636,26.824999
0.39209947,26.76
1.0403264,26.795
0.99345994,26.769999
0.37178367,26.769999
0.3691815,26.845
0.37277487,26.894999
0.40521136,26.845
0.43472654,26.769999
0.40974608,26.76
0.4033008,26.775
0.40288875,26.779999
0.40703368,26.8
0.41519052,26.795
0.41274488,26.779999
0.42507103,26.76
0.47186786,26.664999
0.46308246,26.555
0.4185132,26.58
0.41079095,26.619999
0.43787253,26.644999
0.43531692,26.644999
0.43195316,26.525
0.43334842,26.465
0.42010245,26.5
0.42048746,26.49
0.43120185,26.38
0.4371699,26.285
0.44838613,26.244999
0.463935,26.26
0.49565598,26.285
0.49353063,26.269999
0.47164938,26.269999
0.43684968,26.295
0.353436,27.045
0.35880274,27.029999
0.35898837,27.08
0.35509253,27.095
0.38114896,27
0.38653132,26.945
0.39830863,26.949999
0.43489376,26.885
0.48473188,27.605
1.1907784,27.635
0.897493,27.295
0.42705894,27.119999
0.4250375,26.949999
0.45218906,26.984999
0.44197878,26.939999
0.42912015,26.855
0.40810323,26.84
0.3964083,26.835
0.39369202,26.765
0.39287105,26.779999
0.3754818,26.869999
0.37870106,26.89
0.39004198,26.904999
0.40075552,26.81
0.41080865,26.755
0.41253984,26.785
0.41044757,26.785
0.4156881,26.769999
0.42456636,26.789999
0.4492745,26.83
0.45807612,26.769999
0.4603356,26.695
0.4480505,26.66
0.44196996,26.615
0.43245387,26.58
0.41238904,26.63
0.40804002,26.705
0.4178143,26.664999
0.3998587,26.519999
0.4053161,26.465
0.38246047,26.425
0.41489118,26.385
0.44951826,26.369999
0.4738926,26.275
0.48071384,26.265
0.4931542,26.285
0.51293206,26.279999
0.48639318,26.335
0.44661242,26.32
0.4213061,26.295
0.342476,27.07
0.34010598,27.045
0.3443001,27.015
0.3643046,27.025
0.3632976,26.99
0.3713054,26.945
0.37760052,26.92
0.41087976,26.925
0.8543919,27.43
2.1574268,27.555
2.704216,27.465
2.3082602,27.449999
1.1434444,27.279999
0.47910807,27.285
0.44197965,27.029999
0.42912057,26.824999
0.40810338,26.66
0.3964084,26.869999
0.3944267,26.89
0.4029586,26.875
0.4043759,26.845
0.63804555,26.96
0.79421663,26.98
0.5532614,26.914999
0.44550264,26.845
0.44364458,26.8
0.4422168,26.785
0.4220382,26.74
0.4135477,26.74
0.71827036,26.715
0.5626337,26.625
0.39709795,26.625
0.3927403,26.635
0.39827365,26.685
0.37880194,26.75
0.3734217,26.74
0.40068626,26.705
0.42728442,26.71
0.44796002,26.675
0.41786447,26.55
0.40539423,26.43
0.4420285,26.355
0.4754241,26.31
0.45661256,26.25
0.45960808,26.275
0.4796786,26.335
0.48619154,26.349998
0.47697708,26.345
0.44244304,26.355
0.4272484,26.295
0.32563102,27.175
0.30992827,27.13
0.29584652,27.109999
0.3262816,27.095
0.3181398,27.09
0.31778455,27.06
0.348322,26.974998
0.37921128,26.93
0.4345793,26.789999
1.0030259,27.154999
1.8983723,27.05
2.6607866,27.18
1.4559797,27.17
0.62304115,26.994999
0.45887882,27.005
NaN,27.01
NaN,26.295
NaN,26.64
0.37475735,26.76
0.4331713,26.76
0.39981124,26.9
0.4483734,26.98
0.45563394,27
0.42168656,26.885
0.46590674,26.8
0.5573994,26.84
0.48036373,26.805
0.398093,26.805
0.37618187,26.785
0.39611077,26.785
0.38846123,26.724998
0.3843407,26.715
0.38394716,26.65
0.3780869,26.734999
0.36727208,26.715
0.37190908,26.67
0.41560954,26.664999
0.4433002,26.689999
0.43435735,26.605
0.42454416,26.445
0.4239305,26.449999
0.46666256,26.359999
0.5086723,26.279999
0.49936533,26.255
0.49520892,26.269999
0.49818718,26.34
0.49860618,26.355
0.4724339,26.345
0.45047593,26.34
0.4396216,26.33
0.28978944,27.305
0.27350587,27.17
0.28528967,27.14
0.2925843,27.109999
0.29251805,27.13
0.32359526,27.109999
0.3414431,27.05
0.35675362,26.93
0.8203173,26.949999
1.1068702,26.894999
1.5453205,26.945
1.2758797,26.894999
1.8266882,27.279999
1.5782481,27.21
1.2004039,27.24
0.44475886,27.369999
0.4398794,26.295
0.45687765,26.57
0.3747578,26.644999
0.35728717,26.695
0.36868,26.855
0.39444694,26.814999
0.41494203,26.74
0.4338524,26.775
0.46473375,26.845
0.739032,26.865
0.53511685,26.835
0.41982627,26.88
0.38822436,26.814999
0.38753513,26.76
0.38470104,26.75
0.36316112,26.72
0.35467264,26.685
0.34403643,26.779999
0.3396142,26.775
0.34286568,26.715
0.34476665,26.65
0.37928015,26.66
0.4074432,26.57
0.4356563,26.445
0.4593378,26.385
0.48664954,26.26
0.52492017,26.175
0.5114594,26.185
0.4769428,26.224998
0.47090492,26.275
0.46814424,26.265
0.4514751,26.275
0.44265977,26.279999
0.44693604,26.275
0.26579356,27.369999
0.26448336,27.359999
0.27759266,27.23
0.2818284,27.255
0.28782868,27.25
0.30332777,27.244999
0.30909932,27.185
0.31887078,27.144999
0.35955167,27.08
0.5229968,26.835
0.8090671,26.76
1.7217886,26.894999
0.80073285,26.82
1.4721354,27.045
2.5486193,27.16
0.4447588,26.775
0.43987945,26.619999
0.45687765,26.595
0.41892648,26.67
0.40240508,26.779999
0.434621,26.904999
0.47933033,26.83
0.38719556,26.724998
0.40781432,26.81
0.395727,26.795
0.4029073,26.935
0.4073589,26.904999
0.39085484,26.845
0.38213873,26.81
0.3810875,26.724998
0.3544325,26.74
0.35491896,26.699999
0.36006644,26.775
0.3372573,26.785
0.34085453,26.789999
0.3526654,26.705
0.3537839,26.619999
0.38380677,26.609999
0.4349088,26.48
0.46698615,26.4
0.4937751,26.25
0.51464105,26.185
0.53600246,26.21
0.51019156,26.16
0.5001236,26.115
0.48102102,26.21
0.46460906,26.195
0.47922456,26.224998
0.45056245,26.335
0.46255234,26.31
0.24684611,27.39
0.25427583,27.345
0.2544365,27.33
0.2509942,27.305
0.26778987,27.224998
0.277229,27.21
0.29185835,27.164999
0.2985156,27.109999
0.3219174,27.025
0.47153658,26.785
1.2144575,26.744999
2.3961267,27.045
0.8133889,26.835
1.8917798,26.824999
1.8033986,26.715
0.49221483,26.859999
0.4442972,26.644999
NaN,26.615
NaN,26.699999
0.44349515,26.744999
0.4395889,26.744999
0.42101252,26.73
0.41032654,26.689999
0.38004082,26.789999
0.39875,26.91
0.40227538,26.84
0.39568567,26.88
0.3923005,26.885
0.3820731,26.81
0.37747908,26.734999
0.3673039,26.705
0.3504185,26.67
0.35004717,26.689999
0.33270997,26.75
0.3426352,26.734999
0.34583813,26.619999
0.3594555,26.574999
0.3545284,26.555
0.4533608,26.55
0.47434402,26.404999
0.4875911,26.244999
0.45127362,26.205
0.5054917,26.234999
0.4949622,26.289999
0.49219924,26.31
0.4809221,26.21
0.4311183,26.22
0.47003222,26.295
0.47012553,26.295
0.49399278,26.279999
0.24010733,27.32
0.25062224,27.33
0.24271671,27.289999
0.24589898,27.275
0.24132614,27.285
0.24289124,27.26
0.24976715,27.265
0.26155955,27.224998
0.27646822,27.17
0.3040473,27.06
0.3736232,26.93
0.5932188,26.935
0.9035971,26.914999
0.8711365,26.83
0.4302248,26.81
0.435082,26.894999
0.47251517,26.91
0.47455275,26.664999
NaN,26.55
0.43469104,26.675
0.4329853,26.81
0.42859837,26.789999
0.42798907,26.779999
0.40593472,26.859999
0.41427398,26.765
0.38852042,26.72
0.38051933,26.724998
0.38804173,26.775
0.38662565,26.845
0.36862442,26.775
0.35726097,26.814999
0.34351054,26.75
0.35149544,26.769999
0.35989633,26.795
0.35851547,26.705
0.35053024,26.65
0.3541824,26.619999
0.37692007,26.595
0.41760138,26.439999
0.4855913,26.265
0.5121437,26.31
0.52379435,26.314999
0.5019559,26.265
0.47406965,26.199999
0.47744948,26.279999
0.5155211,26.269999
0.47374868,26.25
0.4211267,26.269999
0.467077,26.285
0.49015948,26.3
0.21313307,27.385
0.21908759,27.425
0.21851858,27.42
0.21939151,27.394999
0.22016989,27.4
0.22482726,27.38
0.23436587,27.33
0.24597359,27.265
0.26633358,27.189999
0.28797325,27.16
0.30484983,27.085
0.3335906,27.01
0.37584323,26.92
0.4080508,26.84
0.42494926,26.82
