Pixel-X,Pixel-Y,Longitude,Latitude,chlor_a,sst
47.5,8.5,125.2291616,-5.1875,0.3809765,26.355
48.5,8.5,125.2708282,-5.1875,0.38128874,26.314999
49.5,8.5,125.3124949,-5.1875,0.3930906,26.324999
0.5,9.5,123.2708282,-5.229166667,0.41190442,27.539999
1.5,9.5,123.3124949,-5.229166667,0.34305406,27.685
2.5,9.5,123.3541616,-5.229166667,0.32905266,27.585
3.5,9.5,123.3958282,-5.229166667,0.3300143,27.465
4.5,9.5,123.4374949,-5.229166667,0.3565326,27.439999
5.5,9.5,123.4791616,-5.229166667,0.36789334,27.289999
6.5,9.5,123.5208282,-5.229166667,0.34745955,27.22
7.5,9.5,123.5624949,-5.229166667,0.34072268,27.195
8.5,9.5,123.6041616,-5.229166667,0.3411252,27.08
9.5,9.5,123.6458282,-5.229166667,0.33869585,26.994999
10.5,9.5,123.6874949,-5.229166667,0.31277886,26.97
11.5,9.5,123.7291616,-5.229166667,0.2962832,26.98
12.5,9.5,123.7708282,-5.229166667,0.31815907,26.935
13.5,9.5,123.8124949,-5.229166667,0.33063802,26.859999
14.5,9.5,123.8541616,-5.229166667,0.32824212,26.885
15.5,9.5,123.8958282,-5.229166667,0.26408616,26.76
16.5,9.5,123.9374949,-5.229166667,0.29485774,26.724998
17.5,9.5,123.9791616,-5.229166667,0.31660798,26.609999
18.5,9.5,124.0208282,-5.229166667,0.32984594,26.644999
19.5,9.5,124.0624949,-5.229166667,0.34159157,26.705
20.5,9.5,124.1041616,-5.229166667,0.3380081,26.715
21.5,9.5,124.1458282,-5.229166667,0.3503548,26.715
22.5,9.5,124.1874949,-5.229166667,0.3774273,26.724998
23.5,9.5,124.2291616,-5.229166667,0.39122307,26.73
24.5,9.5,124.2708282,-5.229166667,0.39439425,26.715
25.5,9.5,124.3124949,-5.229166667,0.38944685,26.695
26.5,9.5,124.3541616,-5.229166667,0.39725387,26.675
27.5,9.5,124.3958282,-5.229166667,0.40554926,26.63
28.5,9.5,124.4374949,-5.229166667,0.40871844,26.65
29.5,9.5,124.4791616,-5.229166667,0.41587377,26.705
30.5,9.5,124.5208282,-5.229166667,0.4128591,26.755
31.5,9.5,124.5624949,-5.229166667,0.40411922,26.76
32.5,9.5,124.6041616,-5.229166667,0.39586574,26.75
33.5,9.5,124.6458282,-5.229166667,0.3615076,26.769999
34.5,9.5,124.6874949,-5.229166667,0.3422801,26.75
35.5,9.5,124.7291616,-5.229166667,0.3391704,26.74
36.5,9.5,124.7708282,-5.229166667,0.3468937,26.724998
37.5,9.5,124.8124949,-5.229166667,0.35284358,26.689999
38.5,9.5,124.8541616,-5.229166667,0.34769043,26.59
39.5,9.5,124.8958282,-5.229166667,0.34743702,26.455
40.5,9.5,124.9374949,-5.229166667,0.34895808,26.39
41.5,9.5,124.9791616,-5.229166667,0.35791215,26.355
42.5,9.5,125.0208282,-5.229166667,0.37078544,26.32
43.5,9.5,125.0624949,-5.229166667,0.36738622,26.349998
44.5,9.5,125.1041616,-5.229166667,0.36139226,26.425
45.5,9.5,125.1458282,-5.229166667,0.37435892,26.375
46.5,9.5,125.1874949,-5.229166667,0.36836302,26.335
47.5,9.5,125.2291616,-5.229166667,0.3693824,26.324999
48.5,9.5,125.2708282,-5.229166667,0.37378597,26.289999
49.5,9.5,125.3124949,-5.229166667,0.38933203,26.305
0.5,10.5,123.2708282,-5.270833333,0.34138563,27.66
1.5,10.5,123.3124949,-5.270833333,0.3418331,27.605
2.5,10.5,123.3541616,-5.270833333,0.3341637,27.529999
3.5,10.5,123.3958282,-5.270833333,0.34914854,27.519999
4.5,10.5,123.4374949,-5.270833333,0.34845957,27.525
5.5,10.5,123.4791616,-5.270833333,0.3405209,27.435
6.5,10.5,123.5208282,-5.270833333,0.33678332,27.394999
7.5,10.5,123.5624949,-5.270833333,NaN,NaN
8.5,10.5,123.6041616,-5.270833333,NaN,26.865
9.5,10.5,123.6458282,-5.270833333,0.33777297,26.97
10.5,10.5,123.6874949,-5.270833333,0.31785008,26.945
11.5,10.5,123.7291616,-5.270833333,0.32776213,26.81
12.5,10.5,123.7708282,-5.270833333,0.32022262,26.715
13.5,10.5,123.8124949,-5.270833333,0.3276188,26.74
14.5,10.5,123.8541616,-5.270833333,0.32939288,26.775
15.5,10.5,123.8958282,-5.270833333,0.3247931,26.779999
16.5,10.5,123.9374949,-5.270833333,0.3247952,26.75
17.5,10.5,123.9791616,-5.270833333,0.38223282,26.699999
18.5,10.5,124.0208282,-5.270833333,0.32123515,26.805
19.5,10.5,124.0624949,-5.270833333,0.33012614,26.769999
20.5,10.5,124.1041616,-5.270833333,0.32658225,26.81
21.5,10.5,124.1458282,-5.270833333,0.32461998,26.769999
22.5,10.5,124.1874949,-5.270833333,0.36275518,26.75
23.5,10.5,124.2291616,-5.270833333,0.39454997,26.705
24.5,10.5,124.2708282,-5.270833333,0.42260852,26.695
25.5,10.5,124.3124949,-5.270833333,0.42007074,26.675
26.5,10.5,124.3541616,-5.270833333,0.4074478,26.635
27.5,10.5,124.3958282,-5.270833333,0.40085664,26.55
28.5,10.5,124.4374949,-5.270833333,0.39301258,26.5
29.5,10.5,124.4791616,-5.270833333,0.40070826,26.605
30.5,10.5,124.5208282,-5.270833333,0.39822394,26.75
31.5,10.5,124.5624949,-5.270833333,0.37591836,26.789999
32.5,10.5,124.6041616,-5.270833333,0.36133873,26.8
33.5,10.5,124.6458282,-5.270833333,0.3514887,26.785
34.5,10.5,124.6874949,-5.270833333,0.35458732,26.73
35.5,10.5,124.7291616,-5.270833333,0.3591054,26.705
36.5,10.5,124.7708282,-5.270833333,0.36239365,26.64
37.5,10.5,124.8124949,-5.270833333,0.35643208,26.625
38.5,10.5,124.8541616,-5.270833333,0.34837934,26.664999
39.5,10.5,124.8958282,-5.270833333,0.34265503,26.654999
40.5,10.5,124.9374949,-5.270833333,0.32509983,26.494999
41.5,10.5,124.9791616,-5.270833333,0.31804448,26.375
42.5,10.5,125.0208282,-5.270833333,0.36520293,26.41
43.5,10.5,125.0624949,-5.270833333,0.37582138,26.365
44.5,10.5,125.1041616,-5.270833333,0.3748635,26.385
45.5,10.5,125.1458282,-5.270833333,0.38387465,26.39
46.5,10.5,125.1874949,-5.270833333,0.36953467,26.305
47.5,10.5,125.2291616,-5.270833333,0.36878932,26.295
48.5,10.5,125.2708282,-5.270833333,0.34658214,26.34
49.5,10.5,125.3124949,-5.270833333,0.35792866,26.335
0.5,11.5,123.2708282,-5.3125,0.31325442,27.535
1.5,11.5,123.3124949,-5.3125,0.30658764,27.494999
2.5,11.5,123.3541616,-5.3125,0.32110134,27.615
3.5,11.5,123.3958282,-5.3125,0.33996385,27.715
4.5,11.5,123.4374949,-5.3125,0.34967563,27.58
5.5,11.5,123.4791616,-5.3125,0.3551167,27.46
6.5,11.5,123.5208282,-5.3125,0.3367833,27.425
7.5,11.5,123.5624949,-5.3125,NaN,NaN
8.5,11.5,123.6041616,-5.3125,NaN,26.865
9.5,11.5,123.6458282,-5.3125,0.33777297,26.925
10.5,11.5,123.6874949,-5.3125,0.35646227,26.9
11.5,11.5,123.7291616,-5.3125,0.35646033,26.81
12.5,11.5,123.7708282,-5.3125,0.33199263,26.76
13.5,11.5,123.8124949,-5.3125,0.31327456,26.805
14.5,11.5,123.8541616,-5.3125,0.30994752,26.775
15.5,11.5,123.8958282,-5.3125,0.33192658,26.675
16.5,11.5,123.9374949,-5.3125,0.36460048,26.695
17.5,11.5,123.9791616,-5.3125,0.38507715,26.775
18.5,11.5,124.0208282,-5.3125,0.34852356,26.814999
19.5,11.5,124.0624949,-5.3125,0.34693018,26.76
20.5,11.5,124.1041616,-5.3125,0.33145624,26.755
21.5,11.5,124.1458282,-5.3125,0.3173068,26.72
22.5,11.5,124.1874949,-5.3125,0.3308585,26.765
23.5,11.5,124.2291616,-5.3125,0.35312694,26.734999
24.5,11.5,124.2708282,-5.3125,0.36596426,26.56
25.5,11.5,124.3124949,-5.3125,0.36514896,26.59
26.5,11.5,124.3541616,-5.3125,0.37212494,26.654999
27.5,11.5,124.3958282,-5.3125,0.39740074,26.67
28.5,11.5,124.4374949,-5.3125,0.39799616,26.695
29.5,11.5,124.4791616,-5.3125,0.383662,26.689999
30.5,11.5,124.5208282,-5.3125,0.3661331,26.715
31.5,11.5,124.5624949,-5.3125,0.37197214,26.765
32.5,11.5,124.6041616,-5.3125,0.3735562,26.765
33.5,11.5,124.6458282,-5.3125,0.3653772,26.74
34.5,11.5,124.6874949,-5.3125,0.36302784,26.73
35.5,11.5,124.7291616,-5.3125,0.3632659,26.685
36.5,11.5,124.7708282,-5.3125,0.3631364,26.734999
37.5,11.5,124.8124949,-5.3125,0.347451,26.73
38.5,11.5,124.8541616,-5.3125,0.33618075,26.635
39.5,11.5,124.8958282,-5.3125,0.33457112,26.43
40.5,11.5,124.9374949,-5.3125,0.3311849,26.445
41.5,11.5,124.9791616,-5.3125,0.32538357,26.48
42.5,11.5,125.0208282,-5.3125,0.327349,26.484999
43.5,11.5,125.0624949,-5.3125,0.34009108,26.494999
44.5,11.5,125.1041616,-5.3125,0.36172685,26.414999
45.5,11.5,125.1458282,-5.3125,0.3765417,26.31
46.5,11.5,125.1874949,-5.3125,0.37541595,26.275
47.5,11.5,125.2291616,-5.3125,0.3644462,26.3
48.5,11.5,125.2708282,-5.3125,0.35916233,26.34
49.5,11.5,125.3124949,-5.3125,0.37405995,26.34
0.5,12.5,123.2708282,-5.354166667,0.39666367,27.455
1.5,12.5,123.3124949,-5.354166667,0.35034266,27.359999
2.5,12.5,123.3541616,-5.354166667,0.34262377,27.4
3.5,12.5,123.3958282,-5.354166667,0.3629419,27.255
4.5,12.5,123.4374949,-5.354166667,0.38813627,27.05
5.5,12.5,123.4791616,-5.354166667,0.39083946,27.039999
6.5,12.5,123.5208282,-5.354166667,NaN,27.425
7.5,12.5,123.5624949,-5.354166667,NaN,NaN
8.5,12.5,123.6041616,-5.354166667,NaN,NaN
9.5,12.5,123.6458282,-5.354166667,NaN,26.74
10.5,12.5,123.6874949,-5.354166667,0.39327633,26.925
11.5,12.5,123.7291616,-5.354166667,0.3509491,26.865
12.5,12.5,123.7708282,-5.354166667,0.3383593,26.82
13.5,12.5,123.8124949,-5.354166667,0.3304041,26.875
14.5,12.5,123.8541616,-5.354166667,0.32289922,26.71
15.5,12.5,123.8958282,-5.354166667,0.33400384,26.685
16.5,12.5,123.9374949,-5.354166667,0.33609226,26.74
17.5,12.5,123.9791616,-5.354166667,0.38507715,26.695
18.5,12.5,124.0208282,-5.354166667,0.3485237,26.73
19.5,12.5,124.0624949,-5.354166667,0.30249077,26.72
20.5,12.5,124.1041616,-5.354166667,0.32095602,26.765
21.5,12.5,124.1458282,-5.354166667,0.36453286,26.795
22.5,12.5,124.1874949,-5.354166667,0.37047195,26.81
23.5,12.5,124.2291616,-5.354166667,0.3771247,26.82
24.5,12.5,124.2708282,-5.354166667,0.40003428,26.765
25.5,12.5,124.3124949,-5.354166667,0.40417588,26.705
26.5,12.5,124.3541616,-5.354166667,0.35675386,26.535
27.5,12.5,124.3958282,-5.354166667,0.39983344,26.619999
28.5,12.5,124.4374949,-5.354166667,0.41680393,26.685
29.5,12.5,124.4791616,-5.354166667,0.41161436,26.699999
30.5,12.5,124.5208282,-5.354166667,0.40640226,26.64
31.5,12.5,124.5624949,-5.354166667,0.40745458,26.68
32.5,12.5,124.6041616,-5.354166667,0.3788424,26.695
33.5,12.5,124.6458282,-5.354166667,0.3624943,26.73
34.5,12.5,124.6874949,-5.354166667,0.3550388,26.755
35.5,12.5,124.7291616,-5.354166667,0.35661182,26.705
36.5,12.5,124.7708282,-5.354166667,0.36184672,26.734999
37.5,12.5,124.8124949,-5.354166667,0.351022,26.744999
38.5,12.5,124.8541616,-5.354166667,0.33349416,26.625
39.5,12.5,124.8958282,-5.354166667,0.33194217,26.595
40.5,12.5,124.9374949,-5.354166667,0.32993063,26.57
41.5,12.5,124.9791616,-5.354166667,0.33720285,26.529999
42.5,12.5,125.0208282,-5.354166667,0.34335297,26.56
43.5,12.5,125.0624949,-5.354166667,0.35588276,26.529999
44.5,12.5,125.1041616,-5.354166667,0.37986866,26.494999
45.5,12.5,125.1458282,-5.354166667,0.38277608,26.365
46.5,12.5,125.1874949,-5.354166667,0.3658529,26.345
47.5,12.5,125.2291616,-5.354166667,0.35100907,26.34
48.5,12.5,125.2708282,-5.354166667,0.35386562,26.289999
49.5,12.5,125.3124949,-5.354166667,0.37448946,26.32
0.5,13.5,123.2708282,-5.395833333,0.38980216,27.414999
1.5,13.5,123.3124949,-5.395833333,0.36333126,27.51
2.5,13.5,123.3541616,-5.395833333,0.34251338,27.414999
3.5,13.5,123.3958282,-5.395833333,0.33997977,27.3
4.5,13.5,123.4374949,-5.395833333,0.34702995,27.215
5.5,13.5,123.4791616,-5.395833333,0.35871413,27.215
6.5,13.5,123.5208282,-5.395833333,0.36004496,27.119999
7.5,13.5,123.5624949,-5.395833333,0.360271,27.25
8.5,13.5,123.6041616,-5.395833333,0.43203598,27.295
9.5,13.5,123.6458282,-5.395833333,0.4246054,26.92
10.5,13.5,123.6874949,-5.395833333,0.37003654,26.82
11.5,13.5,123.7291616,-5.395833333,0.36128986,26.789999
12.5,13.5,123.7708282,-5.395833333,0.36298755,26.84
13.5,13.5,123.8124949,-5.395833333,0.34284532,26.869999
14.5,13.5,123.8541616,-5.395833333,0.33934245,26.765
15.5,13.5,123.8958282,-5.395833333,0.35381597,26.8
16.5,13.5,123.9374949,-5.395833333,0.3695716,26.724998
17.5,13.5,123.9791616,-5.395833333,0.37101287,26.83
18.5,13.5,124.0208282,-5.395833333,0.3327659,26.814999
19.5,13.5,124.0624949,-5.395833333,0.31383505,26.824999
20.5,13.5,124.1041616,-5.395833333,0.3115986,26.849998
21.5,13.5,124.1458282,-5.395833333,0.34814802,26.755
22.5,13.5,124.1874949,-5.395833333,0.36780405,26.73
23.5,13.5,124.2291616,-5.395833333,0.38099605,26.75
24.5,13.5,124.2708282,-5.395833333,0.3609902,26.705
25.5,13.5,124.3124949,-5.395833333,0.3609354,26.67
26.5,13.5,124.3541616,-5.395833333,0.37626487,26.619999
27.5,13.5,124.3958282,-5.395833333,0.48463324,26.615
28.5,13.5,124.4374949,-5.395833333,0.44502977,26.685
29.5,13.5,124.4791616,-5.395833333,0.44076517,26.74
30.5,13.5,124.5208282,-5.395833333,0.43783578,26.675
31.5,13.5,124.5624949,-5.395833333,0.43095088,26.71
32.5,13.5,124.6041616,-5.395833333,0.41235584,26.724998
33.5,13.5,124.6458282,-5.395833333,0.36603674,26.76
34.5,13.5,124.6874949,-5.395833333,0.36639252,26.779999
35.5,13.5,124.7291616,-5.395833333,0.36702833,26.755
36.5,13.5,124.7708282,-5.395833333,0.37220106,26.734999
37.5,13.5,124.8124949,-5.395833333,0.35719228,26.73
38.5,13.5,124.8541616,-5.395833333,0.34577063,26.71
39.5,13.5,124.8958282,-5.395833333,0.3599338,26.654999
40.5,13.5,124.9374949,-5.395833333,0.3455392,26.65
41.5,13.5,124.9791616,-5.395833333,0.36165184,26.55
42.5,13.5,125.0208282,-5.395833333,0.3721972,26.539999
43.5,13.5,125.0624949,-5.395833333,0.39268097,26.51
44.5,13.5,125.1041616,-5.395833333,0.4031658,26.43
45.5,13.5,125.1458282,-5.395833333,0.4128108,26.39
46.5,13.5,125.1874949,-5.395833333,0.36983415,26.359999
47.5,13.5,125.2291616,-5.395833333,0.3538817,26.385
48.5,13.5,125.2708282,-5.395833333,0.35632184,26.38
49.5,13.5,125.3124949,-5.395833333,0.37184948,26.439999
0.5,14.5,123.2708282,-5.4375,0.37420297,27.43
1.5,14.5,123.3124949,-5.4375,0.36363214,27.465
2.5,14.5,123.3541616,-5.4375,0.37059355,27.445
3.5,14.5,123.3958282,-5.4375,0.3601928,27.385
4.5,14.5,123.4374949,-5.4375,0.35535562,27.215
5.5,14.5,123.4791616,-5.4375,0.34939343,27.17
6.5,14.5,123.5208282,-5.4375,0.3823052,27.085
7.5,14.5,123.5624949,-5.4375,0.42126125,27.055
8.5,14.5,123.6041616,-5.4375,0.43203613,26.855
9.5,14.5,123.6458282,-5.4375,0.42460522,26.84
10.5,14.5,123.6874949,-5.4375,0.356449,27.019999
11.5,14.5,123.7291616,-5.4375,0.33870584,26.974998
12.5,14.5,123.7708282,-5.4375,0.38412634,26.99
13.5,14.5,123.8124949,-5.4375,0.3774099,26.81
14.5,14.5,123.8541616,-5.4375,0.3597588,26.74
15.5,14.5,123.8958282,-5.4375,0.35529163,26.775
16.5,14.5,123.9374949,-5.4375,0.357417,26.81
17.5,14.5,123.9791616,-5.4375,0.3439465,26.82
18.5,14.5,124.0208282,-5.4375,0.3342564,26.769999
19.5,14.5,124.0624949,-5.4375,0.3197346,26.8
20.5,14.5,124.1041616,-5.4375,0.31580627,26.779999
21.5,14.5,124.1458282,-5.4375,0.33087274,26.744999
22.5,14.5,124.1874949,-5.4375,0.36061534,26.68
23.5,14.5,124.2291616,-5.4375,0.36762732,26.73
24.5,14.5,124.2708282,-5.4375,0.37259167,26.695
25.5,14.5,124.3124949,-5.4375,0.3716429,26.664999
26.5,14.5,124.3541616,-5.4375,0.37446737,26.66
27.5,14.5,124.3958282,-5.4375,0.41025382,26.675
28.5,14.5,124.4374949,-5.4375,0.42497852,26.65
29.5,14.5,124.4791616,-5.4375,0.445305,26.595
30.5,14.5,124.5208282,-5.4375,0.44819647,26.615
31.5,14.5,124.5624949,-5.4375,0.44186503,26.705
32.5,14.5,124.6041616,-5.4375,0.40747944,26.734999
33.5,14.5,124.6458282,-5.4375,0.37585798,26.675
34.5,14.5,124.6874949,-5.4375,0.35850045,26.699999
35.5,14.5,124.7291616,-5.4375,0.3685856,26.72
36.5,14.5,124.7708282,-5.4375,0.36910382,26.685
37.5,14.5,124.8124949,-5.4375,0.3594675,26.644999
38.5,14.5,124.8541616,-5.4375,0.35017815,26.705
39.5,14.5,124.8958282,-5.4375,0.3678066,26.595
40.5,14.5,124.9374949,-5.4375,0.39804405,26.635
41.5,14.5,124.9791616,-5.4375,0.4061501,26.609999
42.5,14.5,125.0208282,-5.4375,0.39539048,26.525
43.5,14.5,125.0624949,-5.4375,0.3961643,26.515
44.5,14.5,125.1041616,-5.4375,0.3879172,26.49
45.5,14.5,125.1458282,-5.4375,0.41001943,26.385
46.5,14.5,125.1874949,-5.4375,0.47129396,26.33
47.5,14.5,125.2291616,-5.4375,0.54379,26.314999
48.5,14.5,125.2708282,-5.4375,0.5508235,26.285
49.5,14.5,125.3124949,-5.4375,0.4343233,26.39
0.5,15.5,123.2708282,-5.479166667,0.35555166,27.4
1.5,15.5,123.3124949,-5.479166667,0.3630863,27.34
2.5,15.5,123.3541616,-5.479166667,0.5103474,27.3
3.5,15.5,123.3958282,-5.479166667,1.2242543,27.359999
4.5,15.5,123.4374949,-5.479166667,1.1251903,27.279999
5.5,15.5,123.4791616,-5.479166667,0.35802937,27.119999
6.5,15.5,123.5208282,-5.479166667,0.3764257,27.074999
7.5,15.5,123.5624949,-5.479166667,0.4165678,27.01
8.5,15.5,123.6041616,-5.479166667,0.43639368,26.875
9.5,15.5,123.6458282,-5.479166667,0.41771817,26.869999
10.5,15.5,123.6874949,-5.479166667,0.35644874,27.064999
11.5,15.5,123.7291616,-5.479166667,0.33870536,26.974998
12.5,15.5,123.7708282,-5.479166667,0.3841271,26.939999
13.5,15.5,123.8124949,-5.479166667,0.37741095,26.945
14.5,15.5,123.8541616,-5.479166667,0.35975963,26.965
15.5,15.5,123.8958282,-5.479166667,0.31402227,26.755
16.5,15.5,123.9374949,-5.479166667,0.315145,26.885
17.5,15.5,123.9791616,-5.479166667,0.3245541,26.849998
18.5,15.5,124.0208282,-5.479166667,0.3423177,26.785
19.5,15.5,124.0624949,-5.479166667,0.3482204,26.81
20.5,15.5,124.1041616,-5.479166667,0.34706208,26.865
21.5,15.5,124.1458282,-5.479166667,0.35716954,26.755
22.5,15.5,124.1874949,-5.479166667,0.3545607,26.644999
23.5,15.5,124.2291616,-5.479166667,0.36241728,26.695
24.5,15.5,124.2708282,-5.479166667,0.37138483,26.605
25.5,15.5,124.3124949,-5.479166667,0.3731687,26.74
26.5,15.5,124.3541616,-5.479166667,0.38166377,26.699999
27.5,15.5,124.3958282,-5.479166667,0.4023961,26.654999
28.5,15.5,124.4374949,-5.479166667,0.41354695,26.675
29.5,15.5,124.4791616,-5.479166667,0.42870829,26.66
30.5,15.5,124.5208282,-5.479166667,0.43316448,26.675
31.5,15.5,124.5624949,-5.479166667,0.4212955,26.66
32.5,15.5,124.6041616,-5.479166667,0.42244202,26.689999
33.5,15.5,124.6458282,-5.479166667,0.39878455,26.664999
34.5,15.5,124.6874949,-5.479166667,0.3778763,26.59
35.5,15.5,124.7291616,-5.479166667,0.38031188,26.695
36.5,15.5,124.7708282,-5.479166667,0.37997103,26.744999
37.5,15.5,124.8124949,-5.479166667,0.38096216,26.664999
38.5,15.5,124.8541616,-5.479166667,0.35939458,26.56
39.5,15.5,124.8958282,-5.479166667,0.37955394,26.555
40.5,15.5,124.9374949,-5.479166667,0.39387426,26.724998
41.5,15.5,124.9791616,-5.479166667,0.36780566,26.55
42.5,15.5,125.0208282,-5.479166667,0.3693432,26.5
43.5,15.5,125.0624949,-5.479166667,0.3703034,26.47
44.5,15.5,125.1041616,-5.479166667,0.39859638,26.414999
45.5,15.5,125.1458282,-5.479166667,0.43653646,26.4
46.5,15.5,125.1874949,-5.479166667,0.4905522,26.324999
47.5,15.5,125.2291616,-5.479166667,0.4788811,26.279999
48.5,15.5,125.2708282,-5.479166667,0.38123924,26.305
49.5,15.5,125.3124949,-5.479166667,0.37452507,26.47
0.5,16.5,123.2708282,-5.520833333,0.3522103,27.255
1.5,16.5,123.3124949,-5.520833333,0.35571897,27.17
2.5,16.5,123.3541616,-5.520833333,0.4612824,27.175
3.5,16.5,123.3958282,-5.520833333,1.2865571,27.255
4.5,16.5,123.4374949,-5.520833333,2.0408,27.425
5.5,16.5,123.4791616,-5.520833333,0.9887616,27.24
6.5,16.5,123.5208282,-5.520833333,0.4174173,27.08
7.5,16.5,123.5624949,-5.520833333,0.38572538,27.109999
8.5,16.5,123.6041616,-5.520833333,0.39566374,27.06
9.5,16.5,123.6458282,-5.520833333,0.4058998,26.855
10.5,16.5,123.6874949,-5.520833333,0.41499585,26.89
11.5,16.5,123.7291616,-5.520833333,0.4303151,27.045
12.5,16.5,123.7708282,-5.520833333,NaN,27.869999
13.5,16.5,123.8124949,-5.520833333,NaN,27.63
14.5,16.5,123.8541616,-5.520833333,NaN,26.945
15.5,16.5,123.8958282,-5.520833333,NaN,26.664999
16.5,16.5,123.9374949,-5.520833333,0.342871,26.789999
17.5,16.5,123.9791616,-5.520833333,0.34324297,26.9
18.5,16.5,124.0208282,-5.520833333,0.34688368,26.875
19.5,16.5,124.0624949,-5.520833333,0.35438234,26.779999
20.5,16.5,124.1041616,-5.520833333,0.3476931,26.74
21.5,16.5,124.1458282,-5.520833333,0.34689915,26.74
22.5,16.5,124.1874949,-5.520833333,0.34497577,26.675
23.5,16.5,124.2291616,-5.520833333,0.35112062,26.654999
24.5,16.5,124.2708282,-5.520833333,0.35869446,26.66
25.5,16.5,124.3124949,-5.520833333,0.3650442,26.609999
26.5,16.5,124.3541616,-5.520833333,0.38706186,26.67
27.5,16.5,124.3958282,-5.520833333,0.40411022,26.705
28.5,16.5,124.4374949,-5.520833333,0.42977843,26.765
29.5,16.5,124.4791616,-5.520833333,0.43073985,26.67
30.5,16.5,124.5208282,-5.520833333,0.44187808,26.685
31.5,16.5,124.5624949,-5.520833333,0.47086644,26.675
32.5,16.5,124.6041616,-5.520833333,0.51901644,26.675
33.5,16.5,124.6458282,-5.520833333,0.49678034,26.635
34.5,16.5,124.6874949,-5.520833333,0.47016826,26.66
35.5,16.5,124.7291616,-5.520833333,0.39674515,26.705
36.5,16.5,124.7708282,-5.520833333,0.38389984,26.65
37.5,16.5,124.8124949,-5.520833333,0.36023936,26.63
38.5,16.5,124.8541616,-5.520833333,0.35674083,26.695
39.5,16.5,124.8958282,-5.520833333,0.38147575,26.68
40.5,16.5,124.9374949,-5.520833333,0.37656033,26.664999
41.5,16.5,124.9791616,-5.520833333,0.3708628,26.595
42.5,16.5,125.0208282,-5.520833333,0.3710954,26.545
43.5,16.5,125.0624949,-5.520833333,0.4016841,26.43
44.5,16.5,125.1041616,-5.520833333,0.4484245,26.404999
45.5,16.5,125.1458282,-5.520833333,0.4630285,26.289999
46.5,16.5,125.1874949,-5.520833333,0.4586508,26.31
47.5,16.5,125.2291616,-5.520833333,0.42419958,26.275
48.5,16.5,125.2708282,-5.520833333,0.37650117,26.32
49.5,16.5,125.3124949,-5.520833333,0.37006798,26.39
0.5,17.5,123.2708282,-5.5625,0.35687453,27.275
1.5,17.5,123.3124949,-5.5625,0.3718836,27.205
2.5,17.5,123.3541616,-5.5625,0.4160945,27.17
3.5,17.5,123.3958282,-5.5625,0.7176584,27.24
4.5,17.5,123.4374949,-5.5625,1.4351604,27.5
5.5,17.5,123.4791616,-5.5625,2.2235143,27.439999
6.5,17.5,123.5208282,-5.5625,1.0204816,27.125
7.5,17.5,123.5624949,-5.5625,0.40098938,27.055
8.5,17.5,123.6041616,-5.5625,0.3908549,27.105
9.5,17.5,123.6458282,-5.5625,0.38875034,27.074999
10.5,17.5,123.6874949,-5.5625,0.4165475,26.939999
11.5,17.5,123.7291616,-5.5625,0.43031427,26.885
12.5,17.5,123.7708282,-5.5625,0.42513886,27.08
13.5,17.5,123.8124949,-5.5625,0.38510638,27.189999
14.5,17.5,123.8541616,-5.5625,0.38555375,26.564999
15.5,17.5,123.8958282,-5.5625,0.38341084,26.695
16.5,17.5,123.9374949,-5.5625,0.3631612,26.724998
17.5,17.5,123.9791616,-5.5625,0.35575584,26.664999
18.5,17.5,124.0208282,-5.5625,0.3521767,26.72
19.5,17.5,124.0624949,-5.5625,0.353843,26.82
20.5,17.5,124.1041616,-5.5625,0.35957685,26.81
21.5,17.5,124.1458282,-5.5625,0.36803716,26.805
22.5,17.5,124.1874949,-5.5625,0.36015764,26.765
23.5,17.5,124.2291616,-5.5625,0.3548635,26.715
24.5,17.5,124.2708282,-5.5625,0.3627792,26.72
25.5,17.5,124.3124949,-5.5625,0.36781636,26.724998
26.5,17.5,124.3541616,-5.5625,0.38684598,26.715
27.5,17.5,124.3958282,-5.5625,0.4127226,26.734999
28.5,17.5,124.4374949,-5.5625,0.4377459,26.73
29.5,17.5,124.4791616,-5.5625,0.4469757,26.695
30.5,17.5,124.5208282,-5.5625,0.44947353,26.67
31.5,17.5,124.5624949,-5.5625,0.45277008,26.695
32.5,17.5,124.6041616,-5.5625,0.4556132,26.715
33.5,17.5,124.6458282,-5.5625,0.44089016,26.654999
34.5,17.5,124.6874949,-5.5625,0.4089183,26.619999
35.5,17.5,124.7291616,-5.5625,0.40048668,26.66
36.5,17.5,124.7708282,-5.5625,0.38236973,26.724998
37.5,17.5,124.8124949,-5.5625,0.38962463,26.68
38.5,17.5,124.8541616,-5.5625,0.38803825,26.56
39.5,17.5,124.8958282,-5.5625,0.3883805,26.525
40.5,17.5,124.9374949,-5.5625,0.39617595,26.59
41.5,17.5,124.9791616,-5.5625,0.40800694,26.535
42.5,17.5,125.0208282,-5.5625,0.40776965,26.539999
43.5,17.5,125.0624949,-5.5625,0.42458063,26.455
44.5,17.5,125.1041616,-5.5625,0.46133226,26.34
45.5,17.5,125.1458282,-5.5625,0.4570917,26.38
46.5,17.5,125.1874949,-5.5625,0.46015725,26.335
47.5,17.5,125.2291616,-5.5625,0.442748,26.33
48.5,17.5,125.2708282,-5.5625,0.44832915,26.34
